iter	Logloss
0	0.6546927026
50	0.1361143229
100	0.08871953164
150	0.06906001401
200	0.05553097359
250	0.04576888216
300	0.03795502029
350	0.0317306928
400	0.02716392996
450	0.02342448737
500	0.02035238365
550	0.01772198175
600	0.015692114
650	0.01406704703
700	0.01259198019
750	0.01135352338
800	0.01034789129
850	0.009392547081
900	0.008594022916
950	0.00789787781
999	0.007302518933
